0.939,0.338,0.127,4.729,8.519,4.142,SAFE
0.939,0.328,0.121,4.65,8.486,4.059,SAFE
0.941,0.332,0.123,4.785,8.646,4.201,SAFE
0.942,0.329,0.121,4.642,8.532,4.05,SAFE
0.941,0.329,0.121,4.697,8.551,4.109,SAFE
0.941,0.329,0.121,4.749,8.695,4.163,SAFE
0.94,0.327,0.12,4.677,8.529,4.088,SAFE
0.941,0.333,0.123,4.745,8.532,4.159,SAFE
0.942,0.336,0.126,4.801,8.629,4.218,SAFE
0.941,0.333,0.124,4.745,8.553,4.159,SAFE
0.939,0.326,0.119,4.595,8.411,4.001,SAFE
0.939,0.323,0.117,4.685,8.368,4.096,SAFE
0.94,0.322,0.116,4.619,8.399,4.026,SAFE
0.94,0.321,0.116,4.717,8.433,4.129,SAFE
0.943,0.32,0.115,4.777,8.573,4.193,SAFE
0.943,0.322,0.116,4.769,8.507,4.184,SAFE
0.942,0.323,0.117,4.809,8.558,4.227,SAFE
0.943,0.323,0.117,4.849,8.57,4.269,SAFE
0.945,0.324,0.117,4.809,8.575,4.226,SAFE
0.942,0.325,0.118,4.849,8.583,4.269,SAFE
0.943,0.325,0.118,4.801,8.503,4.218,SAFE
0.941,0.324,0.117,4.805,8.517,4.222,SAFE
0.942,0.325,0.118,4.817,8.474,4.235,SAFE
0.942,0.326,0.119,4.885,8.563,4.308,SAFE
0.943,0.329,0.121,4.89,8.634,4.312,SAFE
0.943,0.328,0.12,4.869,8.553,4.291,SAFE
0.943,0.325,0.118,4.757,8.454,4.171,SAFE
0.939,0.322,0.116,4.753,8.373,4.167,SAFE
0.938,0.317,0.113,4.595,8.224,4.001,SAFE
0.94,0.317,0.112,4.717,8.418,4.129,SAFE
0.941,0.323,0.117,4.797,8.49,4.214,SAFE
0.942,0.326,0.119,4.817,8.546,4.235,SAFE
0.942,0.322,0.116,4.753,8.462,4.167,SAFE
0.939,0.316,0.112,4.63,8.399,4.038,SAFE
0.943,0.325,0.118,4.89,8.636,4.312,SAFE
0.943,0.324,0.117,4.813,8.544,4.231,SAFE
0.94,0.319,0.114,4.646,8.304,4.055,SAFE
0.941,0.321,0.115,4.701,8.385,4.113,SAFE
0.941,0.322,0.116,4.769,8.515,4.184,SAFE
0.94,0.319,0.114,4.607,8.259,4.013,SAFE
0.94,0.318,0.114,4.717,8.411,4.129,SAFE
0.941,0.32,0.115,4.634,8.323,4.042,SAFE
0.94,0.322,0.116,4.65,8.323,4.059,SAFE
0.94,0.323,0.117,4.599,8.261,4.005,SAFE
0.938,0.323,0.117,4.587,8.212,3.993,SAFE
0.938,0.322,0.116,4.576,8.182,3.981,SAFE
0.938,0.321,0.115,4.595,8.196,4.001,SAFE
0.937,0.322,0.116,4.576,8.203,3.981,SAFE
0.937,0.318,0.113,4.502,8.082,3.904,SAFE
0.937,0.32,0.115,4.468,8.116,3.868,SAFE
